User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Status,unnamed1
1001657,Olivia,P00248442,M,46-50,49,0,Florida,Southern,Govt,Stationery,2,254.14,,
1003751,Ella,P00129542,M,36-45,38,1,North Carolina,Southern,Media,Stationery,1,254.14,,
1000179,Ethan,P00261642,F,26-35,30,0,Arizona,Central,Aviation,Stationery,4,253.82,,
1000438,Victoria,P00182542,F,18-25,25,0,Massachusetts,Central,IT Sector,Tupperware,2,252.95,,
1003618,Emily,P00248942,M,18-25,19,1,Illinois,Western,Media,Tupperware,1,252.7,,
1003415,James,P00152742,M,36-45,42,0,Kansas,Central,Hospitality,Stationery,1,252.47,,
1002485,Megan,P00302342,F,36-45,38,1,Pennsylvania,Western,Media,Tupperware,3,252.16,,
1001495,Sarah,P00064042,F,18-25,21,1,Michigan,Central,IT Sector,Stationery,4,252.11,,
1004607,Samantha,P00173342,M,26-35,35,0,Oklahoma,Central,Govt,Stationery,4,251.77,,
1005316,Henry,P00278642,F,18-25,24,1,Massachusetts,Southern,Govt,Tupperware,4,251.6,,
1000461,Ethan,P00142942,M,51-55,52,1,Virginia,Northern,Healthcare,Stationery,2,251.58,,
1000154,Christopher,P00306042,F,51-55,53,1,Wisconsin,Southern,Textile,Footwear & Shoes,4,251.58,,
1000749,Samantha,P00114342,F,36-45,37,1,Indiana,Central,Lawyer,Footwear & Shoes,2,251.56,,
1006040,Sophia,P00271242,F,26-35,28,1,Maryland,Central,IT Sector,Footwear & Shoes,1,251.52,,
1001284,David,P00157142,M,46-50,50,0,Rhode Island,Southern,Banking,Footwear & Shoes,3,251.52,,
1004269,Mason,P00345242,F,36-45,40,0,Pennsylvania,Central,Lawyer,Footwear & Shoes,1,251.51,,
1001496,Samuel,P00067942,F,26-35,35,1,Delaware,Central,Chemical,Footwear & Shoes,1,251.46,,
1003007,Henry,P00191942,F,36-45,45,0,Utah,Central,Banking,Stationery,4,251.42,,
1004715,Grace,P00217442,F,26-35,35,0,Georgia,Central,Food Processing,Footwear & Shoes,3,251.4,,
1000306,Samuel,P00303242,F,18-25,18,0,Oklahoma,Western,Aviation,Tupperware,3,251.39,,
1000855,William,P00240042,M,18-25,22,0,Kentucky,Central,Automobile,Footwear & Shoes,3,251.38,,
1001183,James,P00084842,F,36-45,43,1,Wisconsin,Central,Aviation,Footwear & Shoes,4,251.34,,
1005954,Christopher,P00156242,F,46-50,48,1,Louisiana,Southern,Automobile,Footwear & Shoes,2,251.33,,
1005627,John,P00123142,M,26-35,28,0,Missouri,Central,IT Sector,Stationery,1,251.32,,
1002165,Charlotte,P00260442,F,26-35,31,1,New Jersey,Central,IT Sector,Footwear & Shoes,1,251.26,,
1004416,Benjamin,P00213742,F,18-25,23,0,Iowa,Central,Construction,Footwear & Shoes,2,251.2,,
1000850,Henry,P00319942,F,36-45,44,0,Alabama,Central,Lawyer,Footwear & Shoes,3,251.18,,
1002888,Lucas,P00255842,F,26-35,34,0,California,Southern,Automobile,Tupperware,2,251.16,,
1001891,Leo,P00192542,F,46-50,46,0,Iowa,Central,Chemical,Footwear & Shoes,1,251.15,,
1001019,James,P00259142,F,36-45,43,1,Illinois,Central,Govt,Footwear & Shoes,2,251.14,,
1002306,Jack,P00084242,M,18-25,21,1,Wisconsin,Eastern,Textile,Footwear & Shoes,3,251.1,,
1001179,John,P00208742,M,51-55,54,0,Colorado,Central,IT Sector,Footwear & Shoes,3,251.04,,
1004957,Mason,P00163442,F,26-35,34,1,Minnesota,Central,Healthcare,Footwear & Shoes,1,250.97,,
1004079,Olivia,P00284742,F,36-45,44,1,Massachusetts,Central,Agriculture,Footwear & Shoes,2,250.97,,
1002124,Sarah,P00369042,F,26-35,29,0,Louisiana,Southern,Retail,Footwear & Shoes,3,250.94,,
1004335,Ethan,P00075542,F,36-45,38,0,South Carolina,Southern,Healthcare,Footwear & Shoes,4,250.94,,
1000280,Sophia,P00216042,F,51-55,55,0,Minnesota,Central,Hospitality,Footwear & Shoes,2,250.9,,
1003311,Sophia,P00142742,F,26-35,26,1,Pennsylvania,Southern,Hospitality,Footwear & Shoes,1,250.9,,
1004161,Isabella,P00345642,F,46-50,46,0,Connecticut,Southern,Retail,Footwear & Shoes,4,250.87,,
1005265,Jessica,P00296242,F,46-50,48,1,Maryland,Central,Banking,Footwear & Shoes,1,,,
1004285,Grace,P00315842,M,36-45,38,0,Montana,Central,Food Processing,Footwear & Shoes,3,250.8,,
1005261,Ella,P00057942,F,36-45,41,1,Utah,Central,IT Sector,Footwear & Shoes,2,,,
1000445,Megan,P00114042,F,46-50,47,0,Pennsylvania,Central,Retail,Footwear & Shoes,1,250.75,,
1003265,Ava,P00184942,F,26-35,35,0,Rhode Island,Central,Food Processing,Stationery,1,250.6,,
1003396,Christopher,P00178242,F,26-35,31,1,Alabama,Central,Textile,Footwear & Shoes,4,250.5,,
1002380,Jessica,P00124642,F,26-35,26,1,Louisiana,Central,IT Sector,Footwear & Shoes,2,250.49,,
1002059,Joshua,P00114142,F,36-45,41,0,Oklahoma,Southern,IT Sector,Footwear & Shoes,1,250.49,,
1001335,Leo,P00108942,F,36-45,42,0,Mississippi,Central,IT Sector,Footwear & Shoes,1,250.48,,
1004838,Matthew,P00062842,F,46-50,49,0,Texas,Central,Lawyer,Footwear & Shoes,3,250.44,,
1001015,Benjamin,P00289942,F,36-45,44,0,Michigan,Central,Chemical,Stationery,2,250.4,,
1000549,Alexander,P00113542,F,26-35,31,0,Nebraska,Southern,IT Sector,Footwear & Shoes,2,250.38,,
1001954,Ava,P00294542,M,26-35,31,1,New Mexico,Eastern,IT Sector,Footwear & Shoes,3,250.36,,
1001912,Mason,P00087442,F,26-35,27,0,Virginia,Eastern,Automobile,Tupperware,3,250.32,,
1003918,Isabella,P00334242,F,26-35,32,0,Rhode Island,Southern,Retail,Footwear & Shoes,3,250.26,,
1001896,Sarah,P00117142,M,55+,66,0,Massachusetts,Central,Govt,Footwear & Shoes,2,250.24,,
1002445,Ava,P00184042,F,26-35,28,0,Washington,Central,Aviation,Stationery,4,250.22,,
1002279,Henry,P00368342,F,51-55,52,0,Michigan,Southern,Aviation,Footwear & Shoes,4,250.2,,
1002898,Grace,P00309242,F,18-25,19,0,North Dakota,Central,Healthcare,Footwear & Shoes,4,250.16,,
1004277,Ella,P00315442,F,36-45,45,1,Wisconsin,Central,Construction,Footwear & Shoes,2,250.08,,
1003576,Liam,P00101342,M,51-55,53,1,Nevada,Western,Aviation,Footwear & Shoes,4,250.04,,
1003724,Matthew,P00232442,F,36-45,36,0,Virginia,Central,Aviation,Footwear & Shoes,2,250,,
1003384,Jack,P00033742,F,36-45,41,1,Arkansas,Central,Banking,Footwear & Shoes,4,249.83,,
1003051,Joshua,P00288342,F,18-25,22,0,Arkansas,Central,Govt,Tupperware,1,249.79,,
1003311,Ava,P00228142,F,26-35,30,1,New Hampshire,Southern,Hospitality,Footwear & Shoes,3,249.78,,
1004782,Sarah,P00114942,M,46-50,46,1,Mississippi,Southern,Hospitality,Footwear & Shoes,1,249.78,,
1003998,Jack,P00232242,F,46-50,47,0,Ohio,Central,IT Sector,Footwear & Shoes,4,249.74,,
1000284,David,P00034742,F,26-35,29,0,Rhode Island,Southern,Healthcare,Footwear & Shoes,2,249.68,,
1000509,Sarah,P00278042,F,26-35,28,0,Indiana,Central,Banking,Footwear & Shoes,2,249.67,,
1000838,James,P00363542,M,51-55,53,1,Illinois,Western,Hospitality,Footwear & Shoes,4,249.55,,
1000838,Isabella,P00363542,M,51-55,53,1,Alabama,Northern,Hospitality,Footwear & Shoes,2,249.55,,
1002060,Ella,P00351042,M,0-17,15,0,Virginia,Eastern,Healthcare,Footwear & Shoes,4,249.46,,
1000850,James,P00324342,M,36-45,40,1,Indiana,Southern,IT Sector,Footwear & Shoes,3,249.4,,
1005522,John,P00179742,F,26-35,35,1,Montana,Central,Automobile,Footwear & Shoes,1,249.24,,
1005153,Madison,P00190242,F,26-35,33,1,Colorado,Southern,IT Sector,Footwear & Shoes,4,249.2,,
1002122,Christopher,P00161442,F,36-45,40,0,New Mexico,Southern,Aviation,Footwear & Shoes,1,249.2,,
1000984,Samantha,P00248142,F,51-55,52,0,Kansas,Central,IT Sector,Tupperware,2,249.08,,
1005220,Daniel,P00209842,F,26-35,27,1,Texas,Central,Aviation,Footwear & Shoes,2,249.02,,
1001202,Madison,P00205442,F,36-45,45,0,Texas,Central,IT Sector,Footwear & Shoes,2,249.02,,
1006014,Jack,P00183142,F,46-50,48,0,Wyoming,Southern,Aviation,Footwear & Shoes,4,249.01,,
1005111,Jack,P00177842,F,36-45,38,0,Texas,Central,Media,Footwear & Shoes,4,249.01,,
1004227,Olivia,P00059242,F,26-35,33,1,Oklahoma,Southern,IT Sector,Footwear & Shoes,3,248.94,,
1001331,Jessica,P00248942,F,46-50,47,1,Georgia,Central,Banking,Footwear & Shoes,4,248.94,,
1004937,Grace,P00112842,F,36-45,40,1,South Dakota,Central,Media,Footwear & Shoes,2,248.93,,
1005600,Alexander,P00085242,M,46-50,47,0,New York,Northern,Automobile,Tupperware,1,248.87,,
1000791,William,P00127842,M,36-45,44,1,Hawaii,Southern,IT Sector,Footwear & Shoes,2,248.87,,
1003888,David,P00242742,F,46-50,46,0,Nebraska,Central,Aviation,Footwear & Shoes,2,248.75,,
1006016,Daniel,P00183742,F,46-50,50,0,West Virginia,Central,Aviation,Footwear & Shoes,4,248.57,,
1000604,Sophia,P00304642,F,46-50,49,0,Connecticut,Southern,Healthcare,Footwear & Shoes,4,248.54,,
1000173,Ella,P00057642,F,26-35,29,1,Minnesota,Central,Banking,Tupperware,1,248.48,,
1004284,Jessica,P00032042,F,51-55,53,0,Minnesota,Southern,Healthcare,Footwear & Shoes,1,248.46,,
1002994,Olivia,P00000142,F,36-45,42,0,South Carolina,Central,IT Sector,Footwear & Shoes,2,248.29,,
1004016,Alexander,P00123842,M,51-55,51,1,Nevada,Central,Aviation,Furniture,3,248.27,,
1005788,Madison,P00130642,F,26-35,26,1,Michigan,Southern,Banking,Footwear & Shoes,2,248.26,,
1001184,Alexander,P00146342,M,26-35,30,0,Kansas,Western,Media,Footwear & Shoes,4,248.14,,
1000053,Ava,P00120442,F,26-35,33,1,South Dakota,Southern,Aviation,Footwear & Shoes,4,248.12,,
1002511,Megan,P00148642,M,26-35,34,0,Kansas,Southern,Chemical,Furniture,1,248.12,,
1004377,Grace,P00298942,M,26-35,26,0,New Jersey,Southern,Retail,Footwear & Shoes,3,248.11,,
1005481,Charlotte,P00277642,F,46-50,46,0,Alaska,Western,Govt,Furniture,1,248.08,,
1003940,Matthew,P00159442,F,36-45,36,1,West Virginia,Southern,Automobile,Footwear & Shoes,1,248.03,,
1000687,Liam,P00344542,M,26-35,26,0,Louisiana,Central,Chemical,Tupperware,4,248.02,,
1000889,Madison,P00021842,F,46-50,50,1,Illinois,Central,Lawyer,Footwear & Shoes,1,248.02,,
1000167,Daniel,P00322142,M,26-35,32,0,Arkansas,Western,Food Processing,Furniture,2,247.99,,
1004972,Samantha,P00249542,F,36-45,38,0,Washington,Southern,Banking,Footwear & Shoes,3,247.98,,
1003094,Amelia,P00223642,F,36-45,41,1,South Dakota,Southern,Retail,Footwear & Shoes,1,247.97,,
1000157,Samuel,P00117842,F,36-45,43,0,Texas,Southern,Automobile,Footwear & Shoes,3,247.93,,
1001015,Sophia,P00109842,M,36-45,40,0,Iowa,Central,Food Processing,Footwear & Shoes,3,247.92,,
1003468,Sophia,P00059442,F,26-35,26,1,New Jersey,Central,IT Sector,Footwear & Shoes,2,247.91,,
1002251,Alexander,P00337442,F,36-45,36,1,Connecticut,Central,Media,Footwear & Shoes,1,247.91,,
1005014,Amelia,P00122442,F,46-50,50,0,Arkansas,Southern,IT Sector,Tupperware,1,247.91,,
1003085,Leo,P00267542,F,26-35,32,0,Michigan,Central,IT Sector,Footwear & Shoes,4,247.88,,
1004112,Isabella,P00190242,F,46-50,47,1,Kansas,Central,Hospitality,Footwear & Shoes,3,247.85,,
1002592,Ella,P00356842,F,51-55,51,0,Oklahoma,Western,Media,Tupperware,2,247.73,,
1001298,Jack,P00349142,F,36-45,36,0,Idaho,Central,Construction,Footwear & Shoes,1,247.7,,
1002537,James,P00359242,M,36-45,42,1,Maryland,Central,IT Sector,Footwear & Shoes,4,247.69,,
1005538,Jack,P00269542,F,46-50,49,1,Mississippi,Southern,Banking,Footwear & Shoes,1,,,
1000971,James,P00016542,F,26-35,32,1,Illinois,Central,Retail,Footwear & Shoes,1,247.54,,
1001103,David,P00334242,M,46-50,48,0,Tennessee,Central,IT Sector,Tupperware,1,247.52,,
1003081,Alexander,P00218642,F,26-35,32,0,Arkansas,Central,Food Processing,Furniture,1,247.48,,
1002164,Victoria,P00110942,M,36-45,41,0,Hawaii,Northern,Banking,Furniture,4,247.46,,
1003635,Sophia,P00273042,F,51-55,54,0,California,Central,Retail,Footwear & Shoes,4,247.44,,
1001030,Benjamin,P00162442,F,26-35,33,0,Louisiana,Southern,Chemical,Footwear & Shoes,4,247.43,,
1001029,Christopher,P00317842,F,26-35,30,0,Florida,Southern,Lawyer,Footwear & Shoes,3,247.38,,
1003311,Daniel,P00180442,F,26-35,29,0,Oklahoma,Central,IT Sector,Footwear & Shoes,3,247.3,,
1003416,Christopher,P00100642,F,26-35,27,1,New York,Central,Media,Furniture,4,247.3,,
1004573,Daniel,P00071442,M,51-55,51,1,Mississippi,Northern,Aviation,Furniture,4,247.28,,
1004179,Daniel,P00100842,M,36-45,43,1,Ohio,Southern,Textile,Furniture,1,247.28,,
1005661,Henry,P00148042,M,26-35,31,0,Pennsylvania,Western,Healthcare,Tupperware,1,247.27,,
1001736,Amelia,P00227942,M,55+,72,1,Illinois,Central,Textile,Footwear & Shoes,2,247.24,,
1003401,Megan,P00120342,F,36-45,39,0,Wyoming,Western,IT Sector,Footwear & Shoes,2,247.22,,
1001835,Olivia,P00180642,F,26-35,31,0,Florida,Southern,Aviation,Footwear & Shoes,4,247.2,,
1002899,Jessica,P00193642,M,36-45,42,1,Texas,Southern,Automobile,Footwear & Shoes,1,247.2,,
1002860,Samuel,P00033942,F,36-45,40,0,Ohio,Central,IT Sector,Footwear & Shoes,1,247.18,,
1004362,Ella,P00015742,F,26-35,26,1,Missouri,Southern,Chemical,Footwear & Shoes,3,247.18,,
1001147,Liam,P00296642,F,26-35,27,0,South Dakota,Southern,IT Sector,Tupperware,3,247.18,,
1004953,Liam,P00015542,F,36-45,39,0,New York,Southern,Healthcare,Furniture,3,247.15,,
1005884,Victoria,P00112542,F,18-25,25,1,Maryland,Southern,Banking,Furniture,2,247.13,,
1002765,Ethan,P00127942,F,51-55,55,0,Florida,Central,Aviation,Footwear & Shoes,2,247.07,,
1005140,Henry,P00157642,F,26-35,29,0,Washington,Central,Healthcare,Footwear & Shoes,1,247.06,,
1004161,Samuel,P00265242,F,46-50,50,1,Pennsylvania,Central,Banking,Furniture,1,247.06,,
1003697,Ethan,P00250342,F,26-35,30,0,Minnesota,Central,Banking,Footwear & Shoes,4,247.03,,
1002041,Alexander,P00115142,M,26-35,31,1,Hawaii,Central,Banking,Furniture,3,247.03,,
1003726,Joshua,P00274042,F,26-35,34,1,Ohio,Southern,Lawyer,Footwear & Shoes,2,246.97,,
1001803,Daniel,P00249642,F,26-35,33,1,Oklahoma,Western,Chemical,Footwear & Shoes,2,246.95,,
1005814,Liam,P00113442,M,26-35,30,1,Idaho,Southern,IT Sector,Furniture,4,246.88,,
1004901,Zoe,P00120242,F,26-35,29,0,Tennessee,Central,Banking,Footwear & Shoes,4,246.86,,
1003958,Mason,P0096942,F,46-50,49,0,New Jersey,Southern,Healthcare,Footwear & Shoes,3,246.84,,
1003563,Emily,P00249842,F,26-35,34,0,Connecticut,Southern,Healthcare,Furniture,4,246.84,,
1002793,David,P00207742,F,36-45,42,1,Arizona,Western,Govt,Tupperware,3,246.83,,
1003283,Samuel,P00233542,M,36-45,38,1,South Dakota,Central,Textile,Footwear & Shoes,3,246.79,,
1001941,David,P00184942,M,36-45,26,1,Colorado,Central,Chemical,Footwear & Shoes,4,246.71,,
1004279,Olivia,P00032142,F,26-35,28,1,Indiana,Central,Banking,Furniture,1,246.7,,
1001181,Megan,P00278642,F,36-45,40,1,Oregon,Central,Media,Footwear & Shoes,1,246.64,,
1003211,Michael,P00211242,M,51-55,54,0,Montana,Western,Construction,Furniture,4,246.6,,
1000216,Michael,P00323042,F,46-50,47,1,Arizona,Central,Aviation,Footwear & Shoes,2,246.59,,
1003618,Samantha,P00233442,M,18-25,19,0,New Hampshire,Eastern,Aviation,Footwear & Shoes,2,246.58,,
1004354,Victoria,P00153142,F,36-45,41,0,Oregon,Central,Govt,Footwear & Shoes,3,246.56,,
1000793,Amelia,P00068042,M,36-45,41,0,Florida,Southern,Healthcare,Furniture,1,246.55,,
1003690,Ella,P0099242,F,18-25,24,0,Virginia,Central,Healthcare,Footwear & Shoes,4,246.53,,
1004122,Daniel,P00118142,F,18-25,23,0,New Hampshire,Southern,Hospitality,Furniture,1,246.52,,
1003503,Olivia,P00344842,F,18-25,25,0,Mississippi,Central,Govt,Furniture,3,246.48,,
1002852,Sophia,P00123142,F,26-35,29,0,Massachusetts,Central,Media,Footwear & Shoes,2,246.44,,
1001004,Jack,P00036342,M,26-35,34,0,North Dakota,Central,Retail,Footwear & Shoes,1,246.43,,
1000390,Sophia,P00319042,M,26-35,29,0,Alabama,Northern,Automobile,Footwear & Shoes,4,246.43,,
1003099,Grace,P00127542,F,26-35,26,0,Michigan,Southern,Aviation,Footwear & Shoes,2,246.43,,
1002201,James,P00127642,F,55+,83,1,Texas,Central,Govt,Furniture,1,246.4,,
1002271,Daniel,P00193542,F,51-55,55,0,New York,Western,Aviation,Tupperware,1,246.35,,
1004327,Samuel,P00153842,F,36-45,37,1,Virginia,Southern,IT Sector,Footwear & Shoes,4,246.3,,
1001835,Michael,P00304942,F,26-35,34,1,Georgia,Central,Chemical,Footwear & Shoes,4,246.19,,
1003475,Mason,P00227942,M,26-35,29,1,Wyoming,Southern,IT Sector,Footwear & Shoes,4,246.18,,
1001613,Ava,P00173342,F,18-25,23,1,Montana,Central,Healthcare,Footwear & Shoes,1,246.14,,
1005680,Ella,P00277642,F,51-55,51,1,Massachusetts,Central,Food Processing,Footwear & Shoes,1,246.13,,
1004979,Grace,P00346042,F,36-45,39,1,Alabama,Southern,Media,Footwear & Shoes,1,246.11,,
1004819,Sophia,P00269642,F,36-45,41,1,Massachusetts,Central,Automobile,Footwear & Shoes,1,246.1,,
1003580,Lucas,P00018042,M,18-25,20,1,Iowa,Southern,Healthcare,Footwear & Shoes,1,246.1,,
1001861,Charlotte,P00295842,F,51-55,52,0,South Dakota,Central,Aviation,Footwear & Shoes,2,246.1,,
1001618,Zoe,P00109742,M,51-55,53,0,Montana,Southern,Food Processing,Footwear & Shoes,4,246.06,,
1002330,William,P00129842,F,46-50,48,0,Florida,Central,Aviation,Footwear & Shoes,4,246.04,,
1004013,Benjamin,P00182242,F,26-35,31,1,Virginia,Southern,Chemical,Footwear & Shoes,2,246.02,,
1005178,Zoe,P00346142,F,51-55,55,0,Arkansas,Southern,Healthcare,Footwear & Shoes,3,246.02,,
1001162,Lucas,P00057742,M,36-45,40,1,Pennsylvania,Southern,Banking,Footwear & Shoes,4,246.01,,
1004680,Alexander,P00215542,F,36-45,45,0,Iowa,Central,Textile,Footwear & Shoes,1,246,,
1005108,Matthew,P00158742,M,26-35,26,0,Nevada,Northern,Aviation,Furniture,4,245.94,,
1005446,Alexander,P00059442,M,51-55,52,0,South Dakota,Southern,Chemical,Furniture,1,245.93,,
1002181,Sarah,P00363342,F,26-35,27,1,Hawaii,Southern,Banking,Footwear & Shoes,1,245.92,,
1004485,Alexander,P00339842,F,26-35,35,0,Delaware,Southern,Media,Furniture,2,245.9,,
1006040,Victoria,P00111142,F,26-35,27,0,Florida,Southern,Food Processing,Footwear & Shoes,2,245.86,,
1003272,David,P00324642,M,36-45,42,1,Maryland,Central,IT Sector,Footwear & Shoes,2,245.83,,
1001757,Amelia,P0095542,F,26-35,28,1,Washington,Southern,Textile,Footwear & Shoes,1,245.83,,
1001969,Charlotte,P00160042,M,26-35,28,0,Texas,Central,Chemical,Footwear & Shoes,1,245.81,,
1003694,Ethan,P00115942,F,26-35,35,0,California,Central,IT Sector,Footwear & Shoes,4,245.8,,
1004436,Lucas,P0096542,F,26-35,28,0,North Carolina,Southern,Retail,Tupperware,2,245.72,,
1001260,Michael,P00274042,F,26-35,35,1,Illinois,Central,Aviation,Footwear & Shoes,3,245.72,,
1004064,Joshua,P0097142,F,46-50,48,0,Hawaii,Central,Banking,Footwear & Shoes,2,245.71,,
